"number";"name";"description";"restriction";"fonction"
25401;"AMINOPENTYL AMINOADENINE";"Aminopentyl Aminoadenine is the substituted nucleic acid that conforms to the formula:";"";"NOT REPORTED"
25418;"AMINOPENTYL GUANINE";"Aminopentyl Guanine is the substituted nucleic acid that conforms to the formula:";"";"NOT REPORTED"
 ;"AMINOPEPTIDASE";"Enzymes, proteases, aminopeptidase";"";"SKIN CONDITIONING"
 ;"AMINOPHYLLINE";"Aminophylline is the organic compound";"";"SKIN CONDITIONING, SURFACTANT"
 ;"AMINOPROPANEDIOL";"3-Amino-1,2-propanediol";"";"BUFFERING"
5748;"AMINOPROPYL ASCORBYL";"Ascorbic acid, 2-(3-aminopropyl)-dihydrogen phosphate ester";"";"ANTIOXIDANT, SKIN CONDITIONING"
25728;"AMINOPROPYL CALCIUM";"Aminopropyl Calcium Polysilsesquioxane Chloride is prepared by the hydrolysis and condensation of 3-aminopropyltriethoxysilane, and reaction with calcium chloride";"";"HUMECTANT, SKIN CONDITIONING"
25729;"MAGNESIUM POLYSILSESQUIOXANE";"Aminopropyl Calcium/Magnesium Polysilsesquioxane Chloride is prepared by the hydrolysis and condensation of 3-aminopropyltriethoxysilane, and reaction with calcium chloride and magnesium chloride.";"";"HUMECTANT, SKIN CONDITIONING"
25731;"AMINOPROPYL CERIUM";"Aminopropyl Cerium Polysilsesquioxane Chloride is prepared by the hydrolysis and condensation of 3-aminopropyltriethoxysilane, and reaction with cerium chloride.";"";"HUMECTANT, SKIN CONDITIONING"
5749;"AMINOPROPYL DIHYDROGEN";"3-Amino-1-propanol dihydrogen phosphate ester";"";"SKIN CONDITIONING"
5750;"AMINOPROPYL DIMETHICONE";"Silicones and siloxanes, dimethyl, 3-aminopropyl methyl, trimethylsilyl terminated";"";"HAIR CONDITIONING"
5751;"AMINOPROPYL KOJYL";"5-[(3-Aminopropyl)phosphonooxy]-2-(hydroxymethyl)-4H-pyran-4-One";"";"SKIN CONDITIONING"
11283;"AMINOPROPYL LAURYLGLUTAMINE";"L-Glutamine, N2-(3-aminopropyl)- N2-dodecyl-";"";"ANTISTATIC, CLEANSING, HAIR CONDITIONING"
25513;"AMINOPROPYL MAGNESIUM";"Aminopropyl Magnesium Polysilsesquioxane Chloride is a resinous material composed of a mixture of three-dimensional siloxane polymers and oligomers with cage structures. For the oligomers, each silicon atom in the polysilsesquioxane is connected via oxygen atoms to three other silicon atoms and can be represented by the empirical formulation RSiO3/2, where R represents the aminopropyl group. For the larger polymeric polysilsesquioxanes, some of the silicon atoms are not connected to other silicon atoms and instead have a silanol (SiOH) group. Aminopropyl Magnesium Polysilsesquioxane Chloride is prepared by the hydrolysis and condensation of 3-aminopropyltriethoxysilane, and reaction with magnesium chloride";"";"ANTIMICROBIAL, HUMECTANT, SKIN CONDITIONING"
16106;"AMINOPROPYL MENTHYL";"";"";"ANTIDANDRUFF, ANTISEBORRHOEIC, SKIN CONDITIONING"
15137;"AMINOPROPYL METHYLENEDIOXYPHENYL";"";"";"ANTIOXIDANT, SKIN PROTECTING"
5752;"AMINOPROPYL PHENYL";"Silicones and siloxanes, trimethylsilyloxy phenyl, 3-aminopropyl trimethylsilyloxy, trimethylsilyl terminated";"";"HAIR CONDITIONING, SKIN CONDITIONING"
5753;"AMINOPROPYL TOCOPHERYL";"3-Aminopropyl-dl-alfa-tocopheryl phosphate";"";"ANTIOXIDANT, EMOLLIENT, SKIN CONDITIONING"
16100;"AMINOPROPYL TRIETHOXYSILANE";"1-Propanamine, 3-(Triethoxysilyl)-";"";"SURFACTANT"
25730;"AMINOPROPYL ZINC";"Aminopropyl Zinc Polysilsesquioxane Chloride is prepared by the hydrolysis and condensation of 3-aminopropyltriethoxysilane, and reaction with zinc chloride.";"";"HUMECTANT, SKIN CONDITIONING"
 ;"AMINOPROPYLTRIISOPROPOXYSILANE";"1-Propanamine, 3-[tris(1-methylethoxy)silyl]-";"";"NOT REPORTED"
15279;"AMINOSUBERIC ACID";"(S)-2-Aminooctanedioic acid";"";"EMOLLIENT"
204;"AMINOTRIAZINE PENTANE";"5-(2-Amino-1,3,5-triazin-4-yl)pentanamide, reaction products with 2-hydroxypropylamine";"";"SKIN CONDITIONING"
205;"AMINOTRIMETHYLENE PHOSPHONIC";"Nitrilotrimethylenetris(phosphonic acid).";"";"CHELATING"
 ;"AMMONIA";"Ammonia, anhydrous";"III/4";"BUFFERING, MASKING"
207;"AMMONIUM ACETATE";"Ammonium acetate";"";"BUFFERING"
208;"AMMONIUM ACRYLATES";"2-Methyl-2-propenoic acid, polymer with 2-propenoic acid or one or more of their simple esters, ammonium salts";"";"ANTISTATIC, BINDING, FILM FORMING, VISCOSITY CONTROLLING"
24247;"VINYL IMIDAZOLE";"Ammonium Acrylates/Vinyl Imidazole Copolymer is the ammonium salt of a copolymer of vinyl imidzole and one or more monomers of acrylic acid, methacrylic acid or one of their simple esters.";"";"ANTIMICROBIAL"
18796;"AMMONIUM ACRYLOYL";"Ammonium Acryloyl Dimethyltaurate/Carboxyethyl Acrylate Crosspolymer is a copolymer of ammonium acryloyl dimethyltaurate and carboxyethyl acrylate crosslinked with trimethylolpropane trimethacrylate";"";"VISCOSITY CONTROLLING"
18796;"CARBOXYETHYL ACRYLATE";"Ammonium Acryloyl Dimethyltaurate/Carboxyethyl Acrylate Crosspolymer is a copolymer of ammonium acryloyl dimethyltaurate and carboxyethyl acrylate crosslinked with trimethylolpropane trimethacrylate";"";"VISCOSITY CONTROLLING"
26261;"AMMONIUM ACRYLOYLDIMETHYLTAURATE";"Ammonium Acryloyldimethyltaurate Crosspolymer is a polymer of Ammonium AMPS crosslinked with Trimethylolpropane Triacrylate.";"III/66";"EMULSION STABILISING, VISCOSITY CONTROLLING"
5756;"LAURETH-7 METHACRYLATE";"1-Propapnesulfonic Acid, 2-Methyl-2-[(1-Oxo-2-Propenyl)Amino]-, Monoammonium Salt, Polymers with Polyethylene Glycol Methacrylate C12-14 Alkyl Ethers";"";"ABRASIVE"
5757;"STEARETH-25 METHACRYLATE";"Ammonium Acryloyldimethyltaurate/Steareth-25 Methacrylate Crosspolymer is a copolymer of ammonium acryloyldimethyltaurate and steareth-25 methacrylate monomers";"";"EMULSION STABILISING"
14727;"STEARETH-8 METHACRYLATE";"Ammonium Acryloyldimethyltaurate/Steareth-8 Methacrylate Copolymer is a copolymer of ammonium acryloyldimethyltaurate and steareth-8 methacrylate monomers";"";"EMULSION STABILISING, VISCOSITY CONTROLLING"
5758;"VINYL FORMAMIDE";"Ammonium Acryloyldimethyltaurate/Vinyl Formamide Copolymer is a copolymer of ammonium acryloyldimethyltaurate and vinyl formamide monomers";"";"EMULSION STABILISING, VISCOSITY CONTROLLING"
11285;"AMMONIUM ALGINATE";"Alginic acid, ammonium salt";"";"BINDING, EMULSION STABILISING, FILM FORMING, VISCOSITY CONTROLLING"
209;"AMMONIUM ALUM";"Aluminum ammonium bis(sulfate)";"";"ANTIPERSPIRANT, ASTRINGENT"
25078;"AMMONIUM AMPS";"Ammonium 2-Acrylamido-2-Methylpropane Sulfonate,Ammonium Acryloyldimethyltaurate";"";"NOT REPORTED"
210;"AMMONIUM BENZOATE";"Ammonium benzoate";"V/1a";"PRESERVATIVE"
5760;"AMMONIUM BETA-SITOSTERYL";"Ammonium beta-sitosteryl Sul fate is the ammonium salt of sulfated beta-sitosterol";"";"HAIR CONDITIONING, SKIN CONDITIONING"
211;"AMMONIUM BICARBONATE";"Ammonium hydrogencarbonate";"";"BUFFERING"
212;"AMMONIUM BISULFITE";"Ammonium hydrogensulphite";"III/99 V/9";"HAIR WAVING OR STRAIGHTENING, PRESERVATIVE, REDUCING"
213;"AMMONIUM C12-15";"Sulfuric acid, mono-C12-15-alkyl esters, ammonium salts";"";"CLEANSING"
215;"AMMONIUM C12-16";"Sulfuric acid, mono-C12-16-alkyl esters, ammonium salts";"";"CLEANSING, FOAMING, SURFACTANT"
5761;"AMMONIUM C6-16";"Phosphoric acid, esters with 2-(perfluoro-C6-16-alkyl)ethanol, ammonium salt";"";"EMULSIFYING"
11286;"AMMONIUM C9-10";"C9-10 alkanes, perfluoro-, sulfonic acid, ammonium salts";"";"CLEANSING, SURFACTANT"
216;"AMMONIUM CAPRYLETH";"Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-(octyloxy)-, ammonium salt (1-4 mol EO average molar ratio)";"";"CLEANSING, FOAMING, SURFACTANT"
217;"AMMONIUM CARBAMATE";"Carbamic acid, ammonium salt";"";"BUFFERING"
218;"AMMONIUM CARBONATE";"Ammonium carbonate";"";"BUFFERING"
11287;"AMMONIUM CASEINATE";"Casein, ammonium salt";"";"ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING"
219;"AMMONIUM CHLORIDE";"Ammonium chloride";"";"BUFFERING, MASKING, VISCOSITY CONTROLLING"
11288;"AMMONIUM COCO-SULFATE";"Sulfuric acid, coco alkyl mono-ester, ammonium salt";"";"CLEANSING, EMULSIFYING, FOAMING, SURFACTANT"
220;"AMMONIUM COCOMONOGLYCERIDE";"Glycerides, coco mono-, sulfated, ammonium salts";"";"CLEANSING, FOAMING, SURFACTANT"
221;"AMMONIUM COCOYL";"Fatty acids, coco, 2-sulfoethyl esters, ammonium salts";"";"CLEANSING, SURFACTANT"
223;"AMMONIUM CUMENESULFONATE";"Ammonium cumenesulphonate";"";"HYDROTROPE, SURFACTANT"
5762;"AMMONIUM DIMETHICONE";"Ammonium Dimethicone PEG-7 Sulfate is the ammonium salt of dimethicone PEG-7 sulfate (q.v.)";"";"SKIN CONDITIONING"
5763;"AMMONIUM DINONYL";"Butanedioic acid, sulfo-, 1,4-dinonyl ester, ammonium salt";"";"CLEANSING, FOAMING, SURFACTANT"
224;"AMMONIUM DODECYLBENZENESULFONATE";"Ammonium dodecylbenzenesulphonate";"";"CLEANSING, FOAMING, SURFACTANT"
25757;"AMMONIUM ETHYLENE";"2,5-Furandione, polymer with ethene, ammonium salt";"";"EMULSIFYING, EMULSION STABILISING, SURFACTANT"
25757;"MA COPOLYMER";"2,5-Furandione, polymer with ethene, ammonium salt";"";"EMULSIFYING, EMULSION STABILISING, SURFACTANT"
18181;"AMMONIUM FERRIC";"Ferrate(2-), [rel-[N(R)]-N-[2-[bis[(carboxy-kappa-O)methyl]amino-kappa-N]ethyl]-N-[(S)-2-[[(carboxy-kappa-O)methyl](carboxymethyl)amino-kappa-N]ethyl]glycinato(5-)-kappa-N,kappa-O]-, ammonium hydrogen,";"";"HUMECTANT"
225;"AMMONIUM FLUORIDE";"Ammonium fluoride";"III/33";"ANTIPLAQUE, ORAL CARE"
226;"AMMONIUM FLUOROSILICATE";"Ammonium hexafluorosilicate";"III/42";"ANTIPLAQUE, ORAL CARE"
11289;"AMMONIUM GLYCOLATE";"Acetic acid, hydroxy-, monoammonium salt";"";"BUFFERING, KERATOLYTIC"
11290;"AMMONIUM GLYCYRRHIZATE";"Ammonium glycyrrhizate";"";"MASKING, SKIN CONDITIONING"
227;"AMMONIUM HYDROLYZED";"Collagen, hydrolyzates, ammonium salts";"";"ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING"
228;"AMMONIUM HYDROXIDE";"Ammonium hydroxyde";"III/4";"BUFFERING, DENATURANT"
229;"AMMONIUM IODIDE";"Ammonium iodide";"";"ANTIMICROBIAL"
11291;"AMMONIUM ISOSTEARATE";"Isooctadecanoic acid, ammonium salt";"";"CLEANSING, EMULSIFYING, SURFACTANT"
11292;"AMMONIUM LACTATE";"Propanoic acid, 2-hydroxy-, ammonium salt";"";"BUFFERING, HUMECTANT, KERATOLYTIC, SKIN CONDITIONING"
11293;"AMMONIUM LAURETH";"Dodecan-1-ol, ethoxylated, sulfates, ammonium salts, 1-4 mol EO (average molar ratio)";"";"CLEANSING, FOAMING, SURFACTANT"
230;"AMMONIUM LAURETH-12";"Dodecan-1-ol, ethoxylated, sulfates, ammonium salts, 12 mol EO (average molar ratio)";"";"CLEANSING, FOAMING, SURFACTANT"
231;"AMMONIUM LAURETH-5";"Dodecan-1-ol, ethoxylated, sulfates, ammonium salts, 5 mol EO (average molar ratio)";"";"CLEANSING, FOAMING, SURFACTANT"
232;"AMMONIUM LAURETH-6";"Poly(oxy-1,2-ethanediyl),.alpha.-(carboxymethyl)-.omega.-(dodecyloxy)-, ammonium salt (5 mol EO average molar ratio)";"";"CLEANSING, SURFACTANT"
233;"AMMONIUM LAURETH-7";"Dodecan-1-ol, ethoxylated, sulfates, ammonium salts, 7 mol EO (average molar ratio)";"";"CLEANSING, FOAMING, SURFACTANT"
234;"AMMONIUM LAURETH-8";"Poly(oxy-1,2-ethanediyl),.alpha.-(carboxymethyl)-.omega.-(dodecyloxy)-, ammonium salt (7 mol EO average molar ratio)";"";"CLEANSING, SURFACTANT"
235;"AMMONIUM LAURETH-9";"Dodecan-1-ol, ethoxylated, sulfates, ammonium salts, 9 mol EO (average molar ratio)";"";"CLEANSING, FOAMING, SURFACTANT"
11294;"AMMONIUM LAUROYL";"Ammonium N-methyl-N-(1-oxododecyl)glycinate";"";"ANTISTATIC, CLEANSING, FOAMING, HAIR CONDITIONING, SURFACTANT"
11295;"AMMONIUM LAURYL";"Ammonium dodecyl sulphate";"";"CLEANSING, FOAMING, SURFACTANT"
14735;"AMMONIUM MOLYBDATE";"Molybdate (Mo7O24(sup 6-)), hexaammonium, tetrahydrate";"";"BUFFERING"
237;"AMMONIUM MONOFLUOROPHOSPHATE";"Phosphorofluoridic acid, monoammonium salt";"III/26";"ANTIPLAQUE, ORAL CARE"
238;"AMMONIUM MYRETH";"Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-(tetradecyloxy)-, ammonium salt";"";"CLEANSING, FOAMING, SURFACTANT"
239;"AMMONIUM MYRISTYL";"Ammonium tetradecyl sulphate";"";"CLEANSING, FOAMING, SURFACTANT"
5764;"AMMONIUM NITRATE";"Nitric acid, ammonium salt";"";"BUFFERING"
16538;"AMMONIUM NONOXYNOL-30";"Polyethylene Glycol (30) Nonyl Phenyl Ether Sulfate, Ammonium Salt";"";"CLEANSING"
16498;"AMMONIUM NONOXYNOL-4";"Ammonium Nonoxynol-4 Sulfate is the ammonium salt of sulfated Nonoxynol-4";"";"CLEANSING"
240;"AMMONIUM OLEATE";"Ammonium oleate";"";"CLEANSING, EMULSIFYING, SURFACTANT"
21475;"AMMONIUM OLEOYL";"Ammonium Oleoyl/Palmitoyl Glycerophosphoethylamido Glutaroyl Oligopeptide-114 is the synthetic peptide derivative.";"";"ABSORBENT"
21475;"PALMITOYL GLYCEROPHOSPHOETHYLAMIDO";"Ammonium Oleoyl/Palmitoyl Glycerophosphoethylamido Glutaroyl Oligopeptide-114 is the synthetic peptide derivative.";"";"ABSORBENT"
241;"AMMONIUM PALM";"Alcohols, palm kernel-oil, mono-ester with sulfuric acid, ammonium salt";"";"CLEANSING, FOAMING, SURFACTANT"
19725;"AMMONIUM PERFLUOROHEXYL";"Ammonium Perfluorohexyl Ethylphosphates is the ammonium salt of a complex mixture of esters of perfluorohexylethanol and phosphoric acid.";"";"EMULSIFYING, SURFACTANT"
11296;"AMMONIUM PERSULFATE";"Diammonium peroxodisulphate";"";"BLEACHING, OXIDISING"
242;"AMMONIUM PHENOLSULFONATE";"Ammonium hydroxybenzenesulphonate";"";"ANTIMICROBIAL, DEODORANT"
243;"AMMONIUM PHOSPHATE";"Ammonium dihydrogenorthophosphate";"";"BUFFERING, ORAL CARE"
5765;"AMMONIUM PHOSPHATIDYL";"Phosphatidic acids, hydrogenated rape-oil, ammonium salts";"";"EMOLLIENT, EMULSIFYING, EMULSION STABILISING, SKIN CONDITIONING, SURFACTANT, VISCOSITY CONTROLLING"
11297;"AMMONIUM POLYACRYLATE";"2-Propenoic acid, homopolymer, ammonium salt";"";"FILM FORMING, STABILISING, SURFACTANT"
5766;"AMMONIUM POLYACRYLOYLDIMETHYL";"1-Propanesulfonic acid, 2-methyl-2-[(1-oxo-2-propenyl)amino]-, monoammonium salt, homopolymer";"";"EMULSION STABILISING, VISCOSITY CONTROLLING"
244;"AMMONIUM PROPIONATE";"Ammonium propionate";"V/2";"PRESERVATIVE"
5771;"AMMONIUM SHELLACATE";"Shellac, ammonium salt";"";"EMULSIFYING, EMULSION STABILISING"
17795;"AMMONIUM SILVER";"Ammonium Silver Zeolite is the ammonium salt of the product obtained by the reaction of silver nitrate and Zeolite";"";"ABSORBENT, DEODORANT"
245;"AMMONIUM STEARATE";"Ammonium stearate";"";"CLEANSING, EMULSIFYING, SURFACTANT"
11298;"AMMONIUM STYRENE";"Ethenylbenzene, polymer with 2-propenoic acid, 2-methyl-2-propenoic acid and/or one of their simple esters, ammonium salts";"";"FILM FORMING, OPACIFYING"
246;"AMMONIUM SULFATE";"Ammonium sulphate";"";"VISCOSITY CONTROLLING"
247;"AMMONIUM SULFITE";"Ammonium sulphite";"III/99 V/9";"HAIR WAVING OR STRAIGHTENING, PRESERVATIVE, REDUCING"
11299;"AMMONIUM TALLATE";"Fatty acids, tall-oil, ammonium salts";"";"CLEANSING, EMULSIFYING, SURFACTANT"
5769;"AMMONIUM THIOCYANATE";"Thiocyanic acid, ammonium salts";"";"ANTIPERSPIRANT, BUFFERING, ORAL CARE, OXIDISING, REDUCING, VISCOSITY CONTROLLING"
248;"AMMONIUM THIOGLYCOLATE";"Ammonium mercaptoacetate";"III/2a";"DEPILATORY, HAIR WAVING OR STRAIGHTENING, REDUCING"
11300;"AMMONIUM THIOLACTATE";"Ammonium 2-mercaptopropionate";"";"DEPILATORY, HAIR WAVING OR STRAIGHTENING, REDUCING"
22074;"AMMONIUM TRIDECETH-6";"Ammonium Trideceth-6 Phosphate is the ammonium salt of Trideceth-6 Phosphate";"";"EMULSIFYING, SURFACTANT"
11301;"AMMONIUM VA";"Ammonium Vinyl Acetate/Acrylates Copolymer";"";"ANTISTATIC, BINDING, FILM FORMING, HAIR FIXING"
5770;"CROTONIC ACID";"Ammonium Va/Crotonic Acid Copolymer is the ammonium salt of a copolymer of vinyl acetate and crotonic acid monomers";"";"FILM FORMING"
14736;"AMMONIUM VANADATE";"Ammonium trioxovanadate";"";"BUFFERING"
249;"AMMONIUM XYLENESULFONATE";"Ammonium xylenesulphonate";"";"HYDROTROPE, SURFACTANT, VISCOSITY CONTROLLING"
5772;"AMMOPHILA ARENARIA";"Ammophila Arenaria Root Extract is the extract of the roots of Ammophila arenaria, Poaceae";"";"SKIN CONDITIONING"
250;"AMNIOTIC FLUID";"Naturally occuring substances - bovine amniotic fluid";"";"MOISTURISING, SKIN CONDITIONING"
 ;"AMODIMETHICONE";"Dimethylsiloxane, polymer, (((3-((2-aminoethyl)amino)propyl)-dimethoxysilyl)oxy)-terminated";"";"ANTISTATIC, HAIR CONDITIONING"
18797;"AMODIMETHICONE GLYCEROCARBAMATE";"Amodimethicone Glycerocarbamate";"";"EMOLLIENT, EMULSION STABILISING, HAIR CONDITIONING"
11302;"AMODIMETHICONE HYDROXYSTEARATE";"Siloxanes and silicones, 3-[(2-aminoethyl)amino]propyl methyl, dimethyl, hydroxy terminated, 12-hydroxyoctandecanoate (salt)";"";"HAIR CONDITIONING"
20690;"MORPHOLINOMETHYL SILSESQUIOXANE";"Siloxanes and Silicones, 3-[(2-aminoethyl)amino]propyl Me, di-Me, polymers with 4-morpholinylmethyl silsesquioxanes, hydroxy-terminated";"";"HAIR CONDITIONING"
5773;"SILSESQUIOXANE COPOLYMER";"Siloxanes and silicones, dimethyl, [[[3-[(2-aminoethyl) amino]propylsilylidyne]tris(oxy)]tris-, methoxy-terminated";"";"FILM FORMING, HAIR CONDITIONING, HAIR FIXING"
5774;"AMOMUM AROMATICUM";"Amomum Aromaticum Fruit Extract is an extract of the fruit of Amomum aromaticum, Zingiberaceae";"";"SKIN CONDITIONING"
22495;"AMOMUM BIFLORUM";"Amomum Biflorum Leaf Extract is the extract of the leaves of Amomum biflorum.";"";"ANTIOXIDANT, HUMECTANT, SKIN CONDITIONING"
17670;"AMOMUM SUBULATUM";"Amomum Subulatum Seed Extract is the extract of the seeds of Amomum subulatum, Zingiberaceae";"";"SKIN CONDITIONING"
5775;"AMOMUM XANTHIOIDES";"Amomum Xanthioides Seed Extract is the extract of the seeds of Amomum xanthioides, Zingiberaceae";"";"SKIN CONDITIONING"
23514;"AMORPHA FRUTICOSA";"Amorpha Fruticosa Extract is the extract of the whole plant, Amorpha fruticosa, Fabaceae.";"";"SKIN CONDITIONING"
17875;"AMORPHOPHALLUS CAMPANULATUS";"Amorphophallus Campanulatus Rhizome/Root Extract is the extract of the rhizomes and roots of Amorphophallus campanulatus, Araceae";"";"SKIN CONDITIONING"
15980;"AMORPHOPHALLUS KONJAC";"Amorphophallus Konjac Root Extract is the extract of the roots of Amorphophallus konjac, Araceae";"";"FILM FORMING, HUMECTANT"
11303;"AMP-ACRYLATES COPOLYMER";"AMP-Acrylates Copolymer is the aminomethyl propanol salt of Acrylates Copolymer (q.v.)";"III/61";"FILM FORMING"
21537;"AMP-ACRYLATES POLYACRYLATE";"AMP-Acrylates Polyacrylate Crosspolymer-9 is a polymer of hydroxyethylacrylate, methoxyethylacrylate, and one or more monomers of acrylic acid, methacrylic acid or one of their simple esters neutralized with aminomethylpropanol.";"III/66 III/61";"FILM FORMING"
 ;"AMP-ACRYLATES";"Amp-Acrylates/Allyl Methacrylate Copolymer is the aminomethylpropanol salt of a copolymer of allyl methacrylate and one or more monomers consisting of acrylic acid, metacrylic acid or one of their simple esters";"III/61";"FILM FORMING, HAIR FIXING"
19136;"C1-18 ALKYL";"AMP-Acrylates/C1-18 Alkyl Acrylate/C1-8 Alkyl Acrylamide Copolymer is a polymer of C1-18 alkyl acrylates, C1-8 alkyl acrylamide and the aminomethylpropanol salt of a monomer consisting of acrylic acid, methacrylic acid or one of their simple esters";"III/66";"FILM FORMING, HAIR FIXING"
19136;"C1-8 ALKYL";"AMP-Acrylates/C1-18 Alkyl Acrylate/C1-8 Alkyl Acrylamide Copolymer is a polymer of C1-18 alkyl acrylates, C1-8 alkyl acrylamide and the aminomethylpropanol salt of a monomer consisting of acrylic acid, methacrylic acid or one of their simple esters";"III/66";"FILM FORMING, HAIR FIXING"
5778;"HYDROXYETHYLACRYLATE COPOLYMER";"AMP-Acrylates/C1-18 Alkyl Acrylate/C1-8 Alkyl Acrylamide/Hydroxyethylacrylate Copolymer is a polymer of C1-18 alkyl acrylate or C1-18 alkyl methacrylate, C1-8 alkyl acrylamide, hydroxyethylacrylate, and the aminomethylpropanol salt of a monomer consisting of acrylic acid, methacrylic acid or one of their simple esters";"III/61";"HAIR WAVING OR STRAIGHTENING"
253;"DIMETHYLAMINOETHYLMETHACRYLATE COPOLYMER";"Copolymer of dimethylaminoethyl methacrylate and a 2-methyl-2-amino-1-propanol salt of a monomer consisting of acrylic acid, methacrylic acid or one of their simple esters";"III/61";"FILM FORMING, HAIR FIXING"
21310;"AMP-C8-18 PERFLUOROALKYLETHYL";"Perfluoroalkylethyl Phosphate is the aminomethylpropanol salt of a complex mixture of esters of phosphoric acid and a perfluoroalkylethyl alcohol containining 8 to 18 carbons in the alkyl chain.";"";"EMULSION STABILISING, SOLVENT, SURFACTANT"
11306;"AMP-ISOSTEAROYL GELATIN";"Gelatins, polymers with keratin hydrolyzates and L-lysine, 2-hydroxy-N,N,N- trimethyl-1-propanaminium chloride, reaction products with isostearoyl chloride, compounds with 2-amino-2-methyl-1-propanol";"III/61";"ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT"
11306;"KERATIN AMINO";"Gelatins, polymers with keratin hydrolyzates and L-lysine, 2-hydroxy-N,N,N- trimethyl-1-propanaminium chloride, reaction products with isostearoyl chloride, compounds with 2-amino-2-methyl-1-propanol";"III/61";"ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT"
11306;"LYSINE HYDROXYPROPYLTRIMONIUM";"Gelatins, polymers with keratin hydrolyzates and L-lysine, 2-hydroxy-N,N,N- trimethyl-1-propanaminium chloride, reaction products with isostearoyl chloride, compounds with 2-amino-2-methyl-1-propanol";"III/61";"ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT"
11307;"AMP-ISOSTEAROYL HYDROLYZED";"Collagen, hydrolyzates, isostearoyl, compounds with 2-amino-2-methyl-1-propanol";"III/61";"ANTISTATIC, CLEANSING, EMOLLIENT, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT"
5784;"AMP-ISOSTEAROYL WHEAT";"AMP-isostearoyl Wheat/corn/soy amino acids is the aminomethylpropanol salt of the condensation product of isostearic acid chloride with a mixture of amino acids derived from wheat, corn and soy proteins";"III/61";"SKIN CONDITIONING"
5784;"CORN";"AMP-isostearoyl Wheat/corn/soy amino acids is the aminomethylpropanol salt of the condensation product of isostearic acid chloride with a mixture of amino acids derived from wheat, corn and soy proteins";"III/61";"SKIN CONDITIONING"
