"Name";"Accepted_name_rank";"Accepted_name_family";"Genus_matched";"Specific_epithet_matched";"Accepted_name_species";"Taxonomic_status";"Overall_score";"Source";"fonction";"restriction";"description"
"Chrysanthemum morifolium";"species";"Asteraceae";"Chrysanthemum";"sinense";"Chrysanthemum morifolium";"Synonym";"1";"gcc";"CLEANSING, SURFACTANT";"";"Chrysanthemum Sinense Flower Extract is an extract of the flowers of Chrysanthemum sinense, Asteraceae"
"Chrysanthemum zawadskii";"species";"Asteraceae";"Chrysanthemum";"zawadskii";"Chrysanthemum zawadskii";"Accepted";"1";"gcc;tropicos";"ANTIDANDRUFF, ANTIOXIDANT, ANTISEBORRHOEIC, SKIN PROTECTING";"";"(Angelica Keiskei/Chrysanthemum Zawadskii) Leaf/Stem/Cinnamomum Cassia Bark/Trichosantes Kirilowii Fruit/Ulmus Davidiana Bark/Root/(Paeonia Japonica/Bupleurum Falcatum/Polygala Tenuifolia Root)/Viscus Album Stem Extract is the extract of the leaves and stems of Angelica keiskei and Chrysanthemum zawadskii ; the bark of Cinnamomum cassia ; the fruit of Trichosantes kirilowii ; the bark and roots of Ulmus davidiana ; the roots of Paeonia japonica, Bupleurum falcatum and Polygala tenuifolia ; and the stems of Viscus album."
"Chrysophyllum cainito";"species";"Sapotaceae";"Chrysophyllum";"cainito";"Chrysophyllum cainito";"Accepted";"1";"tpl;tropicos;usda";"HUMECTANT";"";"Chrysophyllum Cainito Fruit Extract is the extract of the fruit of Chrysophyllum cainito L., Sapotaceae"
"Cibotium barometz";"species";"Cibotiaceae";"Cibotium";"barometz";"Cibotium barometz";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"Cibotium Barometz Oil is an oil obtained from the Schytian Lamb, Cibotium barometz (L.), Cyatheaceae"
"Cicer arietinum";"species";"Fabaceae";"Cicer";"arietinum";"Cicer arietinum";"Accepted";"1";"ildis;tropicos;usda";"SKIN CONDITIONING";"";"This is the extract of the product obtained by the fermentation of the roots of Brassica rapa (turnip), Curcuma zedoaria, Arctium lappa, Zingiber officinale (ginger), Solanum tuberosum (potato), Daucus carota (carrot), Pfaffia paniculata, Lepidium meyenii, Manihot esculenta, Smallanthus sonchifolius, Laminaria japonica, Curcuma longa (turmeric); the fruit of Euterpe oleracea, Malpighia glabra (acerola), Illicium verum (anise), Citrus aurantium dulcis (orange), Cucurbita pepo (pumpkin), Myrciaria dubia, Paullinia cupana, Actinidia chinensis (kiwi), Psidium guajava, Citrullus vulgaris (watermelon), Taverrhoa carambola, Solanum lycopersicum (tomato), Prunus domestica, Ananas sativus (pineapple), Musa sapientum (banana), Carica papaya (papaya), Capsicum annuum, Garcinia mangostana (mango), Cucumis melo (melon), Pyrus communis, Pyrus malus (apple), Citrus medica limonum (lemon), and Chaenomeles sinensis; the seeds of Phaseolus angularis, Panicum italicum, Cicer arietinum, Pisum sativum (pea), Avena sativa (oat), Hordium vulgare, Panicum miliaceum (millet), Oryza sativa (rice), Sesamum indicum (sesame), Glycine soja (soybean), Sorghum bicolor, Zea mays (corn), Coix lachryma-jobi ma-yuen, Lecythis ollaria, Echinochloa crus-galli, Triticum vulgare (wheat), Phaseolus vulgaris, Secale cereale (rye), and Lens esculenta (lentil); the leaves of Gynostemma pentaphyllum, Laminaria japonica, Echinodorus macrophyllus, Stevia rebaudiana, Ilex paraguariensis, Cymbopogon citratus, Citrullus vulgaris (watermelon), Rosmarinus officinalis (rosemary), Undaria pinnatifida, Aloe arborescens, Olea europaea (olive), Camellia sinensis, Artemisia princeps, Sasa veitchii and Alpinia speciosa; the wood of Erythroxylum catuaba and Uncaria tomentosa; the bark of Cinnamomum cassia and Tabebuia avellanedae; the rhizomes of Nelumbo nucifera; the flowers of Anthemis nobilis; the fruiting body of Sparassis crispa, Pleurotus eryngii and Pleurotus sajor-caju; the alga, Fucus vesiculosus and Cladosiphon okamuranus; and the whole plants, Chlorella vulgaris, Houttuynia cordata, Crataegus oxyacantha, Cordyceps sinensis and Ampelopsis brevipedunculata, by the microorganism, Aspergillus"
"Actaea japonica";"species";"Ranunculaceae";"Cimicifuga";"acerina";"Actaea japonica";"Synonym";"1";"tpl";"SKIN CONDITIONING";"";"Cimicifuga Acerina Extract is the extract of the whole plant, Cimicifuga acerina, Ranunculaceae"
"Actaea racemosa";"species";"Ranunculaceae";"Cimicifuga";"racemosa";"Actaea racemosa";"Synonym";"1";"tpl";"SKIN CONDITIONING";"";"Cimicifuga Racemosa Root is a plant material derived from the dried roots of the Black Cohosh, Cimicifuga racemosa, Ranunculaceae"
"Actaea simplex";"species";"Ranunculaceae";"Cimicifuga";"simplex";"Actaea simplex";"Synonym";"1";"tpl";"HUMECTANT, SKIN CONDITIONING";"";"Cimicifuga Simplex Leaf/Stem Extract is the extract of the leaves and stems of Cimicifuga simplex."
"Cinchona calisaya";"species";"Rubiaceae";"Cinchona";"calisaya";"Cinchona calisaya";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Cinchona Calisaya Bark extract is the extract obtained from the bark of Cinchona calisaya, Rubiaceae"
"Cinchona pubescens";"species";"Rubiaceae";"Cinchona";"pubescens";"Cinchona pubescens";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Cinchona Pubescens Bark Extract is an extract of the bark of Cinchona pubescens, Rubiaceae"
"Cinnamomum camphora";"species";"Lauraceae";"Cinnamomum";"camphora";"Cinnamomum camphora";"Accepted";"1";"tpl";"ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, REFRESHING, SKIN CONDITIONING, SKIN PROTECTING";"";"Cinnamomum Camphora (Camphor) Adventitious Root Extract is the extract of the adventitious roots of Cinnamomum camphora grown in culture, Lauraceae."
"Cinnamomum cassia";"species";"Lauraceae";"Cinnamomum";"cassia";"Cinnamomum cassia";"Accepted";"1";"tpl";"ANTIDANDRUFF, ANTIOXIDANT, ANTISEBORRHOEIC, SKIN PROTECTING";"";"(Angelica Keiskei/Chrysanthemum Zawadskii) Leaf/Stem/Cinnamomum Cassia Bark/Trichosantes Kirilowii Fruit/Ulmus Davidiana Bark/Root/(Paeonia Japonica/Bupleurum Falcatum/Polygala Tenuifolia Root)/Viscus Album Stem Extract is the extract of the leaves and stems of Angelica keiskei and Chrysanthemum zawadskii ; the bark of Cinnamomum cassia ; the fruit of Trichosantes kirilowii ; the bark and roots of Ulmus davidiana ; the roots of Paeonia japonica, Bupleurum falcatum and Polygala tenuifolia ; and the stems of Viscus album."
"Cinnamomum tenuifolium";"species";"Lauraceae";"Cinnamomum";"japonicum";"Cinnamomum tenuifolium";"Synonym";"1";"tpl";"SKIN CONDITIONING";"";"Cinnamomum Japonicum Bark Extract is the extract of the bark of Cinnamomum japonicum, Lauraceae"
"Cinnamomum loureiroi";"species";"Lauraceae";"Cinnamomum";"loureiroi";"Cinnamomum loureiroi";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"Cinnamon (Cinnamomum Loureirii) Extract,Cinnamon Extract"
"Cinnamomum osmophloeum";"species";"Lauraceae";"Cinnamomum";"osmophloeum";"Cinnamomum osmophloeum";"Accepted";"1";"tpl;tropicos";"ANTIOXIDANT, EMOLLIENT, HUMECTANT, SKIN CONDITIONING";"";"Cinnamomum Osmophloeum Leaf Extract is the extract of the leaves of Cinnamomum osmophloeum, Lauraceae."
"Cinnamomum tamala";"species";"Lauraceae";"Cinnamomum";"tamala";"Cinnamomum tamala";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"Cinnamomum Tamala Leaf Extract is the extract of the leaves of Cinnamomum tamala, Lauraceae"
"Cinnamomum verum";"species";"Lauraceae";"Cinnamomum";"zeylanicum";"Cinnamomum verum";"Synonym";"1";"tpl";"ANTIMICROBIAL, ANTIOXIDANT, ASTRINGENT, EMOLLIENT, HUMECTANT, PERFUMING, SKIN CONDITIONING, SKIN PROTECTING";"";"Cinnamomum Zeylanicum Bark Extract is an extract obtained from the dried bark of the Ceylon Cinnamon, Cinnamomum zeylanicum, Lauraceae"
"Cinnamosma fragrans";"species";"Canellaceae";"Cinnamosma";"fragrans";"Cinnamosma fragrans";"Accepted";"1";"tpl;tropicos";"ANTIMICROBIAL";"";"Cinnamosma Fragrans Leaf Oil is the volatile oil obtained from the leaves of Cinnamosma fragrans, Canellaceae"
"Cipadessa baccifera";"species";"Meliaceae";"Cipadessa";"baccifera";"Cipadessa baccifera";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"Cipadessa Baccifera Flower/Leaf/Stem Extract is the extract of the flowers, leaves and stems of Cipadessa baccifera, Meliaceae"
"Circaea cordata";"species";"Onagraceae";"Circaea";"cordata";"Circaea cordata";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"Circaea Cordata Extract is the extract of the whole plant, Circaea cordata, Onagraceae"
"Cirsium eriophorum";"species";"Asteraceae";"Cirsium";"eriophorum";"Cirsium eriophorum";"Accepted";"1";"gcc";"ASTRINGENT";"";"Cirsium Eriophorum Callus Extract is the extract of the callus of Cirsium eriophorum grown in culture, Asteraceae."
"Cirsium japonicum";"species";"Asteraceae";"Cirsium";"japonicum";"Cirsium japonicum";"Accepted";"1";"gcc";"ANTIOXIDANT, EMOLLIENT, SKIN CONDITIONING";"";"This is a filtrate of the product obtained by the fermentation of the flowers of Chrysanthemum morifolium ; the fruit of Crataegus oxyacantha ; the leaves of Artemisia princeps , Morus alba and Portulaca oleracea ; the stems of Portulaca oleracea ; the roots of Pueraria thunbergiana ; the sprouts of Actinidia arguta , and Phragmites communis ; the whole plants, Cirsium japonicum and Taraxacum officinale and sucrose"
"Cirsium rhinoceros";"species";"Asteraceae";"Cirsium";"rhinoceros";"Cirsium rhinoceros";"Accepted";"1";"gcc";"ANTIOXIDANT";"";"Cirsium Rhinoceros Extract is the extract of the whole plant, Cirsium rhinoceros, Asteraceae."
"Cirsium setidens";"species";"Asteraceae";"Cirsium";"setidens";"Cirsium setidens";"Accepted";"1";"gcc";"SKIN CONDITIONING";"";"Cirsium Setidens Leaf Extract is the extract of the leaves of Cirsium setidens, Compositae"
"Cissampelos pareira";"species";"Menispermaceae";"Cissampelos";"pareira";"Cissampelos pareira";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Cissampelos Pareira Bark Extract is the extract obtained from the bark of the Velvetleaf, Cissampelos pareira, Menispermaceae"
"Cistanche deserticola";"species";"Orobanchaceae";"Cistanche";"deserticola";"Cistanche deserticola";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"Acetobacter/Lycium Chinense Fruit/Rehmannia Glutinosa Root/Cuscuta Chinensis Fruit/Cistanche Deserticola/Zanthoxylum Piperitum Fruit/Chrysanthemum Morifolium Fruit/Poria Cocos/ Cinnamomum Cassia Ferment is the product of the fermentation of the fruit of Lycium chinense , Cuscuta chinensis , Zanthoxylum piperitum , Chrysanthemum morifolium , the roots of Rehmannia glutinosa , the whole plant, Cistanche deserticola , and the bark of Cinnamommum cassia , by the microorganism, Acetobacter."
"Cistanche tubulosa";"species";"Orobanchaceae";"Cistanche";"tubulosa";"Cistanche tubulosa";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"Cistanche Tubulosa Extract is the extract of the whole plant, Cistanche tubulosa, Orobanchaceae"
"Cistus x cyprius";"species";"Cistaceae";"Cistus";"cyprius";"Cistus x cyprius";"Accepted";"1";"tpl";"PERFUMING";"";"Ethyl-esterification product derived from the resin extract of the labdanum, Cistus cyprius, Cistaceae"
"Cistus creticus";"species";"Cistaceae";"Cistus";"ladaniferus";"Cistus creticus";"Synonym";"1";"tpl";"SKIN PROTECTING";"";"Cistus Ladaniferus Flower Cera is the wax derived from the flower of the labdanum, Cistus ladaniferus L., Cistaceae"
"Cistus monspeliensis";"species";"Cistaceae";"Cistus";"monspeliensis";"Cistus monspeliensis";"Accepted";"1";"tpl;tropicos;usda";"MASKING";"";"Cistus Monspeliensis Extract is an extract of the plant, Cistus monspeliensis, Cistaceae"
"Citrullus colocynthis";"species";"Cucurbitaceae";"Citrullus";"colocynthis";"Citrullus colocynthis";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Citrullus Colocynthis Fruit Extract is an extract of the fruit of the Colocynth, Citrullus colocynthis, Cucurbitaceae"
"Citrullus lanatus";"species";"Cucurbitaceae";"Citrullus";"lanatus";"Citrullus lanatus";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Citrullus Lanatus Fruit Extract is an extract of the fruit of the Watermelon, Citrullus lanatus, Cucurbitaceae"
"Citrus �aurantiifolia";"species";"Rutaceae";"Citrus";"aurantifolia";"Citrus �aurantiifolia";"Synonym";"1";"usda";"SKIN CONDITIONING";"II/358 R1";"Ascorbic Acid/Orange/Citrus Limon/Citrus Aurantifolia Polypeptides is the reaction product of Ascorbic Acid and the polypeptides derived from the dried, ground pulp of Citrus aurantium dulcis, Citrus limon, and Citrus aurantifolia"
"Citrus aurantium";"species";"Rutaceae";"Citrus";"aurantium";"Citrus aurantium";"Accepted";"1";"tropicos";"HUMECTANT, SKIN CONDITIONING";"";"Angelica Acutiloba Root/Citrus Aurantium Amara Fruit/Coptis Japonica Root/Forsythia Viridissima Fruit/Gardenia Florida Fruit/Glycyrrhiza Glabra Root/Mentha Arvensis Leaf /Paeonia Lactiflora Root/Platycodon Grandiflorum Root/Rehmannia Glutinosa Root/Scutellaria Baicalensis Root Extract."
"Citrus australasica";"species";"Rutaceae";"Citrus";"australasica";"Citrus australasica";"Accepted";"1";"tpl";"ANTIOXIDANT, HUMECTANT, SKIN CONDITIONING";"";"Citrus Australasica Fruit Extract is the extract of the fruit of Citrus australasica, Rutaceae."
"Citrus reticulata";"species";"Rutaceae";"Citrus";"depressa";"Citrus reticulata";"Synonym";"1";"tpl;tropicos";"EMOLLIENT, HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING";"";"Citrus Depressa Fruit Water is an aqueous solution of the steam distillate obtained from the fruit of Citrus depressa, Rutaceae."
"Citrus glauca";"species";"Rutaceae";"Citrus";"glauca";"Citrus glauca";"Accepted";"1";"tpl";"EMOLLIENT, SKIN CONDITIONING";"";"Citrus Glauca Fruit is the fruit of Citrus glauca, Rutaceae."
"Citrus maxima";"species";"Rutaceae";"Citrus";"grandis";"Citrus maxima";"Synonym";"1";"tpl;tropicos";"NOT REPORTED";"";"Grapefruit"
"Citrus medica";"species";"Rutaceae";"Citrus";"hassaku";"Citrus medica";"Synonym";"1";"tpl";"HUMECTANT, SKIN CONDITIONING";"";"Citrus Hassaku Fruit Extract is the extract of the fruit of Citrus hassaku"
"Citrus hystrix";"species";"Rutaceae";"Citrus";"hystrix";"Citrus hystrix";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"This is the extract of the product obtained by the fermentation of the flowers and leaves of Cananga odorata ; the fruiting bodies of Ganoderma lucidum ; the leaves of Corchorus olitorius , Lawsonia inermis (henna), Melia azadirachta , Morus alba , Muntingia calabura , Psidium guajava , and Tamarindus indica ; the leaves and peels of Citrus hystrix ; the leaves and stems of Cymbopogon nardus (citronella), Cymbopogon schoenanthus , and Ocimum tenuiflorum ; the rhizomes of Alpinia galanga , Boesenbergia rotunda , Curcuma longa (turmeric), and Zingiber officinale (ginger); and the roots of Zingiber cassumunar."
"Citrus japonica";"species";"Rutaceae";"Citrus";"japonica";"Citrus japonica";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"This is the extract of the product obtained by the fermentation of the fruits of Citrus unshui, Citus japonica, Citrus junos, Pyrus malus, Musa sapientum, Carica papaya, Pyrus serotina, Diospyros kaki, Citrullus vulgaris, Prunus persica, Prunus mume, Ficus carica, Chaenomeles sinensis, Eriobotrya japonica, Prunus armeniaca, Zizyphus jujuba, Cucurbita maxima, Castanea crenata, Vitis coignetiae, Rubus idaeus, Momordica grosbenorii, Ginkgo biloba, Juglans subcordiformis, Prunus salicina, Akebia quinata, Ctataegus cuneata, Cornus officinalis, Nephelium longana , the flowers of Chamomilla recutita, Carthamus tinctorius , the seeds of Lycium chinense, Glycine max, Phaseolus angularis, Canavalia ensiformis, Oryza sativa, Hordeum vulgare, Coix lachryma-jobi, Echinochloa crus-galli, Setaria italica, Panicum miliaceum, Sesamum indicum, Cassia obtusifolia, Pinus koraiensis , roots of Ipomoea batatas, Helianthus tuberosus, Colocasia antiquorum, Dioscorea batatas, Raphanus sativus, Brassica rapa, Daucus carota sativa, Arctium lappa, Nelumbo nucifera, Lilium auratum, Glycyrrhiza glabra, Sagittaria trifolia, Smallanthus sonchifolius, Acanthopanax sieboldianus , leaves of Brassica oleracea capitata, Morus bombycis, Perilla frutescens, Sasa veitchii , bulb of Allium sativum, Allium cepa , fruiting body of Hydnum erinaceum, Grifola frondosa, Lentinus edodes, Auricularia auricula , rhizomes of Zingiber officinale, Beta vulgaris, Polygonatum odoratum, Curcuma longa , the alga, Iridea laminarioides, Laminaria japonica, Nemacystus decipiens, Undaria pinnatifida , and the whole plants, Houttuynia cordata, Artemisia princeps, Glechoma hederacea, Taraxacum officinale, Isodon japonicus, Plantago asiatica by the microorganisms, Aspergillus, Lactobacillus, Pediococcus, Saccharomyces and Zygosaccharomyces"
"Citrus junos";"species";"Rutaceae";"Citrus";"junos";"Citrus junos";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"This is the extract of the product obtained by the fermentation of the fruits of Citrus unshui, Citus japonica, Citrus junos, Pyrus malus, Musa sapientum, Carica papaya, Pyrus serotina, Diospyros kaki, Citrullus vulgaris, Prunus persica, Prunus mume, Ficus carica, Chaenomeles sinensis, Eriobotrya japonica, Prunus armeniaca, Zizyphus jujuba, Cucurbita maxima, Castanea crenata, Vitis coignetiae, Rubus idaeus, Momordica grosbenorii, Ginkgo biloba, Juglans subcordiformis, Prunus salicina, Akebia quinata, Ctataegus cuneata, Cornus officinalis, Nephelium longana , the flowers of Chamomilla recutita, Carthamus tinctorius , the seeds of Lycium chinense, Glycine max, Phaseolus angularis, Canavalia ensiformis, Oryza sativa, Hordeum vulgare, Coix lachryma-jobi, Echinochloa crus-galli, Setaria italica, Panicum miliaceum, Sesamum indicum, Cassia obtusifolia, Pinus koraiensis , roots of Ipomoea batatas, Helianthus tuberosus, Colocasia antiquorum, Dioscorea batatas, Raphanus sativus, Brassica rapa, Daucus carota sativa, Arctium lappa, Nelumbo nucifera, Lilium auratum, Glycyrrhiza glabra, Sagittaria trifolia, Smallanthus sonchifolius, Acanthopanax sieboldianus , leaves of Brassica oleracea capitata, Morus bombycis, Perilla frutescens, Sasa veitchii , bulb of Allium sativum, Allium cepa , fruiting body of Hydnum erinaceum, Grifola frondosa, Lentinus edodes, Auricularia auricula , rhizomes of Zingiber officinale, Beta vulgaris, Polygonatum odoratum, Curcuma longa , the alga, Iridea laminarioides, Laminaria japonica, Nemacystus decipiens, Undaria pinnatifida , and the whole plants, Houttuynia cordata, Artemisia princeps, Glechoma hederacea, Taraxacum officinale, Isodon japonicus, Plantago asiatica by the microorganisms, Aspergillus, Lactobacillus, Pediococcus, Saccharomyces and Zygosaccharomyces"
"Citrus limon";"species";"Rutaceae";"Citrus";"limon";"Citrus limon";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"II/358 R1";"Ascorbic Acid/Orange/Citrus Limon/Citrus Aurantifolia Polypeptides is the reaction product of Ascorbic Acid and the polypeptides derived from the dried, ground pulp of Citrus aurantium dulcis, Citrus limon, and Citrus aurantifolia"
